comment,sentimiento,tema
claro que a los empresarios les interesa la politica un pais inestable no produce igual pero la mayoria de empresarios estan callados por miedo de represiones del gobierno y mas si estan reforzando el ejercito para que el pais no se les de vuelta eso es asesoria venezolana,ira,politica
una de las sociologas con mas produccion y claridad en la sociologia politica venezolana mi admiracion y mi apoyo para ella,alegria,politica
pobre daniel desde que fue a san juan de colon como precandidato me di cuenta las secuelas que tiene y el dano mental causado por estar preso claudico y caduco para siempre en la politica venezolana,tristeza,politica
1 recoleccion de firmas para introducirlas al la fiscalia general y al tsj 2 hacer una gran recolecta pareciera utopico para que personalidades como hagan una demanda ante la justicia norteamericana a fin de juzgar a esta casta politica amoral venezolana,ira,politica
deberia avergonzarse de como este gobierno destruyo a uno de los partidos mas grandes de la historia politica venezolana y latinoamericana el psuv 3770000 votos de un partido que hace 8 anos chavez dejo con mas de 9 millones de militantes que salian a votar por su partido,tristeza,politica
los pejoteros son siempre todos los personajes mas frustrados de la politica venezolanaen su miserable complejito de ninos bien terminan siempre mostrando sus pequeneces y traicionando ni justosni primerossiempre arrimandose a quienes pueden para sacar provecho,ira,politica
este tipo el mayor estafador de la historia de la politica venezolana cual segun el es el precio justo el de robar ya no esta en este mundo pero su legado de destruccion de un pais quedara para la historia como la gran estafa asi se llamara,ira,politica
se pusieron a tildar a medio mundo de alacranes ahora resulta que ellos actuan de la misma manera a la cual criticaban que devaluada esta la politica venezolana,ira,politica
buenos dias cafe retuiteando y leyendo prensa venezolana noticias 24012022 politica maduro a guaido economia profranquicias social 96 adultos vacunados se hunde el barcoarriba caribes saludos cordiales,alegria,politica
sera porque es seguidor de guaido el que se saca fotos con paramilitares de uribe mas silencio el de la nene politica que lo tuvieron que callar a domicilio en brasil asi seria o de la financiacion venezolana de oswaldo cisneros eso si son pruebas,ira,politica
lamento mucho que el papa haya emitido una opinion sobre la oposicion venezolana porque no conoce la realidad aqui hay dos elementos la oposicion politica y la oposicion ciudadana que somos los que hemos puesto los muertos los que hemos puesto los presos los que hemos,tristeza,politica
triste que los politicos colombianos no tengan mejor manera de plantear sus problemas que solo hablar de venezuela si se preocuparan mas por su pais seria excelente pero les preocupa mas el vecino por eso la politica colombiana al igual que la venezolana no sirven,tristeza,politica
la oposicion venezolana te esta enganando y el pueblo lo sabe no dejes que los judios manejen la politica internacional estos llevaran la guerra a su nacion,ira,politica
por lo visto el calificativo de divisionista en la politica venezolana solo aplica para el genero femenino jamas habia existido tal campana de descredito y descalificacion dentro de los politicos de oposicion como la que ocurre ahora la abstencion sera brutal,ira,politica
es un dia triste para la ciencia politica venezolana ha fallecido el profesor fermin toro jimenez academico y diplomatico un caballero y sobre todo un maestro aunque nos quedan su ejemplo y sus ensenanzas hara mucha falta en las aulas de la ucv la ubv y el pedro gual,tristeza,politica
la culpa es de la clase politica venezolana que fue incapaz de solucionar los problemas de la gente,tristeza,politica
uno llega a creer que ustedes son idiotas pero analizando el proceder de todos en estos 20 anos no queda duda que no no son idiotas son ladrones colaboracionistas y lacras de la politica venezolana,ira,politica
me reafirmo en mi conviccion que la clase politica venezolana es un asco y un lastre para la nacion debemos encontrar la forma de crear una nueva que aplaste a la actual para siempre,ira,politica
debes estar muy dolido porque no te ha felicitado un fenomeno de la politica venezolanaestuvo en tu programafue ultraderechistareaccionario y vivio del presupuesto de la ucv durante anos cuando era joven y ahora a los cuarenta es un diputado revolucionarioes ricardo sanchez,tristeza,politica
codicia egoismo complicidad soberbiaindividualismo es la politica venezolana como resolver negociaciones en venezuela,ira,politica
celebro como venezolano que tomes esa actitud ante elementos distorsionados de una politica sana como es la venezolana esos muchachos malcriados que los mime su mama me recuerdas los primeros dias de mas antes de su entreguismo a la oligarquia y a usa,alegria,politica
sin palabras cosecharas los que has sembrado con tu complicidad como pueblo ya sabemos quienes son ustedes las pumalacas desapareceran de la faz de la politica venezolana ver eso sera nuestra gratitud como pueblo donde participen recibiran voto castigo,tristeza,politica
nos estamos organizando para proceso elect venimos a sacudir positivamente politica venezolana tenemos mejores liderazgos fuerza vecinal partido emergente q escucha la gentecuentan con nosotros vamos venezuela,alegria,politica
ven y rus son aliados economicos y en lo militar y que decis de los cubanos metidos en la politica venezolana y dando directrices o diras que es un mito que es peor,ira,politica
parece una teleserie venezolana la campana de sichel muy mala estrategia para una candidatura politica tratar de inspirar lastima y venderla de nino sufrido al menos en chile algo asi jamas funcionara,ira,politica
creo que ella es honesta no la e visto con declaraciones con tranfugas es bastante consigna con lo que dice si yo fuera a votar lo haria por ella y deberiamos tenerla mas en cuenta tiene caracter y los ovarios bien puesto para luchar con tanta escoria de la politica venezolana,ira,politica
la politica venezolana esta podrida en corrupcion ladrones todos,ira,politica
aunque muy atras quedaron esos anos donde disfrutabamos de nuestra liga hasta eso destruyo la politica venezolana viva el magallanes,alegria,politica
la politica te saco de tu paisha puesto a sufrir a tus seres queridosha asesinado quitado oportunidades a los mas joveneste quito la libertad de venir y pasear a donde antes ibassumergete en el periodismopero sabes q la realidad venezolana asi no quieras te lastima,tristeza,politica
me costaba entender el problema de la politica venezolana la dirigencia opositora no sirve en realidad no sirve hay que buscar otros caminos es lamentable,tristeza,politica
un de 1994 fallece lucila palacios escritora academica y activista politica de venezuela en el siglo xx fue la primera mujer que alcanzo el honor de ocupar un lugar como miembro de numero de la academia venezolana de la lengua espanola,tristeza,politica
el problema de fondo es que se robaron todo y no hay excepciones la clase politica venezolana es corrupta y nadie se salva muy triste,tristeza,politica
a ver opina tiene una larga historia en la politica venezolana no muy coherente por cierto yo le recomiendo no remover esas aguas,ira,politica
me llama la atencion lo tonta que se pone la gente cuando adhiere a una religion politica es una copia feliz de la constitucion venezolana,ira,politica
osea que esta vez no es porque el narcoizquierdismo mueva sus tentaculos en el pais del norte si no porque murillo es burro y aun asi tienen fichados a los pititas seguro porque demostraron mas incapacidad politica que los mamaerga de la oposicion venezolana,ira,politica
el final de ozark desperto el profundo odio que siento hacia la politica venezolana,tristeza,politica
esos progres de la politica venezolana de pendejos nada,ira,politica
una venezolana escualida asilada interviniendo en politica en colombia eso no se puede hacer,ira,politica
bueno y porque no me dice quien es ese amigo ya hasta parece guaido con tanto bla bla que a nadie le importa le reitero que se enfoque en lo que se supone se esta debatiendo lo cual es politica venezolana,ira,politica
la clase politica colombiana es igual de pedorra boomer y estupida que la venezolana,ira,politica
que verguenza del tiro ya no quiero hablar sobre politica venezolana naguara lo unico bueno de todo esto es que la vida nos esta ensenando que venimos siendo gobernados por los peores corruptos de venezuela ni por que se esten hundiendo en la mierda toman conciencia,ira,politica
